[0.01380202],[0.00131083],[0.03901141],[0.05573519],[0.00371646],[0.0018859],[2.7515473e-05],[0.97863921],[0.00421687],[0.02189379]
[0.01097781],[0.0002615],[0.01645766],[1.60227867e-05],[0.3624529],[0.00267303],[0.05978431],[0.08324096],[0.03425626],[0.43869666]
[0.00012417],[0.01253559],[0.00078529],[0.0029795],[0.97987555],[0.02098966],[0.01658499],[0.00353381],[0.00804371],[0.07895921]
[0.00124746],[0.00187359],[0.21185559],[0.00998245],[0.0573061],[0.00052124],[0.00028016],[0.25582104],[0.02966099],[0.07921532]
[0.90923788],[0.00011194],[0.02469007],[0.00360293],[0.00059825],[0.01666999],[0.01955294],[0.01755571],[0.00045249],[0.00129975]
[3.00490877e-05],[0.92685812],[0.02346567],[0.08820558],[0.00048451],[0.00980832],[0.01358763],[0.03979252],[0.0346051],[0.04888968]
[8.42608913e-05],[0.07788574],[0.01025533],[0.0072788],[0.2130996],[0.01857194],[0.00110896],[0.75864015],[0.02053713],[0.03475564]
[0.92089049],[7.6484163e-05],[0.0124397],[0.00894505],[0.00267185],[0.01648798],[0.00126161],[0.02331899],[0.00497411],[0.00050957]
[8.25571122e-05],[0.67009333],[0.01491517],[0.01461656],[0.00329534],[0.30003742],[0.08157959],[0.00118453],[0.13018405],[0.01467302]
[0.00381725],[0.00259377],[0.43312002],[7.62939591e-05],[0.02246428],[0.00131482],[0.94583037],[0.00106238],[0.00866989],[0.00903084]
[6.79895541e-05],[0.8909118],[0.01664882],[0.04179463],[0.0038529],[0.02385062],[0.01225571],[0.03462651],[0.00840643],[0.03567336]
[0.002554],[0.00117265],[0.0030657],[4.46644464e-05],[0.96510075],[0.00264231],[0.06733893],[0.00418885],[0.02478672],[0.14325698]
[0.00367743],[0.00238861],[0.00056533],[0.0492208],[0.36464073],[0.64748225],[0.02545032],[0.00070222],[0.08691585],[0.03332844]
[0.0046261],[0.00050655],[0.01685048],[0.00010655],[0.38663535],[0.00510044],[0.86482199],[0.0013832],[0.01988495],[0.01450041]
[0.00669421],[0.00547663],[0.00581382],[0.0001303],[0.00905319],[0.04929901],[0.98601604],[9.15238443e-05],[0.00468224],[0.03096624]
[0.00469153],[0.01070722],[0.0003536],[0.61472741],[0.00043522],[0.54767455],[0.00551478],[0.00285161],[0.01105487],[0.00877323]
[0.0345492],[0.0014647],[0.00023364],[0.01253047],[0.00236066],[0.01356901],[0.00071697],[0.9803515],[0.00366451],[0.01791914]
[0.15001842],[0.00048151],[0.02819024],[0.01544755],[0.02657468],[0.18120371],[0.00402424],[0.00053361],[0.34121894],[0.00025505]
[0.00416783],[0.00048196],[0.00411079],[0.00048541],[0.98065137],[0.04966622],[0.02263891],[0.01422302],[0.03075098],[0.01857172]
[0.00051385],[0.01562468],[0.06368464],[0.0336871],[0.67438751],[0.00028866],[0.00049646],[0.04860061],[0.00594839],[0.29683621]
[0.00979131],[0.00179061],[0.01841104],[0.01804053],[0.00232623],[0.00216277],[3.39671864e-05],[0.99019305],[0.00933455],[0.03067343]
[0.00872665],[0.01904183],[0.94437789],[0.02439661],[0.00120228],[0.00374576],[0.00422898],[0.00409934],[0.16660413],[8.4856978e-05]
[0.09964835],[0.00065608],[0.01856633],[0.11355122],[0.02324456],[0.91507195],[0.00039848],[0.00042431],[0.0851038],[0.00062642]
[0.00191553],[0.04194976],[0.01896329],[0.87699263],[0.01327061],[0.07743149],[0.00961061],[0.00088823],[0.00962156],[0.00049347]
[0.00068674],[0.01116747],[0.09124349],[0.01863419],[0.00484629],[0.00160294],[0.00016056],[0.97646414],[0.00407472],[0.04750733]
[0.95130894],[0.0001663],[0.12707025],[0.00521597],[0.00031941],[0.00771329],[0.00080589],[0.01663061],[0.01321535],[0.0001711]
[0.00765868],[0.00357341],[0.02230724],[0.00599477],[0.00029905],[0.00189209],[4.90076538e-05],[0.95074332],[0.00634329],[0.14060739]
[0.00156873],[0.00531478],[0.01799042],[0.03343784],[0.00284646],[0.00140891],[1.97142592e-05],[0.99055687],[0.00754871],[0.03688071]
[0.00971657],[0.00023653],[0.00012895],[0.01179634],[0.0330446],[0.00106002],[0.0042015],[0.19109626],[0.00251889],[0.76507796]
[0.00138114],[0.00270261],[0.10490571],[0.00013781],[0.05482454],[0.07482077],[0.91976886],[0.00077551],[0.00493898],[0.00425407]
[0.00491031],[0.00376162],[0.00216222],[0.00617618],[0.88669754],[0.00084755],[0.00252499],[0.14243751],[0.00073489],[0.03265338]
[0.00391335],[0.0241268],[0.93248993],[0.01882743],[0.00052336],[0.00637397],[0.05316183],[0.00098904],[0.09657644],[0.00279386]
[0.00538572],[0.00412715],[0.02767065],[0.00538842],[0.01475079],[0.1898231],[0.00233332],[0.00115083],[0.95266389],[0.00687563]
[0.18605759],[0.00238484],[0.00973667],[0.3234605],[5.80993554e-05],[0.07481365],[0.01143665],[0.05368726],[0.00023233],[0.00069007]
[0.00551943],[0.00065171],[3.11343488e-05],[0.00771002],[0.00975479],[0.04098744],[0.00309229],[0.58327617],[0.00333904],[0.70148358]
[0.0008608],[0.22101967],[0.33000745],[0.08351325],[0.00139589],[0.01597288],[0.01046516],[0.0015763],[0.41548211],[0.00197764]
[0.01138694],[0.01181507],[0.04034688],[0.82724962],[0.00235425],[0.01603903],[0.00065639],[0.00264146],[0.1725545],[0.00257704]
[0.00082721],[0.00242062],[0.00371154],[0.009761],[0.04375507],[0.00528797],[0.00022328],[0.34038381],[0.14856816],[0.36061118]
[0.07139203],[0.02808846],[0.00693181],[0.01973677],[0.00040382],[0.88437733],[0.00148071],[0.00884073],[0.15261802],[0.00047634]
[0.00187295],[0.0082744],[0.01271608],[0.03273513],[0.00957168],[0.08641036],[0.00081938],[0.00370794],[0.89645006],[0.01282958]
[0.00395262],[0.00123062],[0.00321972],[0.00045727],[0.03420114],[0.00015023],[0.00372037],[0.46505288],[0.00419617],[0.91133747]
[3.66907508e-05],[0.01872038],[0.00108307],[0.02294578],[0.07264194],[0.02435355],[0.00539089],[0.00636742],[0.04687209],[0.78220875]
[0.00111783],[0.01186885],[0.12410988],[0.00509672],[0.00538005],[0.01985726],[0.05634077],[0.00035218],[0.92855528],[0.0136597]
[0.01924847],[0.00066606],[0.24508624],[6.35118042e-05],[0.00476394],[0.02583446],[0.88096201],[0.00086328],[0.01010317],[0.00243094]
[0.0001423],[0.17811014],[0.8890629],[0.06490062],[0.00045804],[0.00178806],[0.00767008],[0.17089108],[0.00528598],[0.00708557]
[0.00054633],[0.15467494],[0.00438316],[0.02815793],[0.00459971],[0.06574561],[0.00238457],[0.0083375],[0.47397297],[0.01476385]
[6.01458967e-05],[0.02880402],[0.00132502],[0.0224108],[0.39149765],[0.03957295],[0.00646491],[0.00418846],[0.14041033],[0.70394775]
[0.00689592],[0.00154232],[0.96909592],[0.03051166],[0.0001424],[0.00054986],[0.00337098],[0.0078526],[0.01387283],[0.00238403]
[0.00200815],[0.00965166],[0.00106087],[0.97739788],[0.00943732],[0.06275761],[0.00017689],[0.05138497],[0.00362458],[0.00839081]
[0.00030743],[0.00415086],[0.0153663],[0.00072596],[0.80660924],[0.14913675],[0.47455749],[0.00644936],[0.0035315],[0.01524801]
[0.00026192],[0.85893134],[0.02450618],[0.01426601],[0.00240384],[0.02482625],[0.03243713],[0.01877528],[0.00355389],[0.01231134]
[4.2558265e-05],[0.96623669],[0.01550229],[0.02504292],[0.00082798],[0.02922256],[0.0648303],[0.00816872],[0.02472722],[0.01960938]
[0.0930528],[0.00609279],[0.03915586],[0.00051177],[0.0040134],[0.13898283],[0.00559287],[0.00028036],[0.84786027],[0.00301843]
[0.00116948],[0.00160111],[0.01902412],[0.00041388],[0.07817478],[0.00022926],[0.01013747],[0.04105271],[0.0170652],[0.86368777]
[0.01534042],[0.01432933],[0.00374966],[0.89280586],[0.0040687],[0.13662717],[0.00015122],[0.00935513],[0.00806693],[0.00516626]
[0.00041378],[0.00128652],[0.0019689],[0.00568273],[0.95596965],[0.15257754],[0.0144943],[0.00573056],[0.03086728],[0.02744828]
[0.95250978],[4.07850963e-05],[0.01067141],[0.00086672],[0.0010372],[0.08486327],[0.02121908],[0.00219544],[0.00767589],[0.00135201]
[0.01308624],[0.00118318],[0.03972256],[0.19840223],[0.00399895],[0.00160377],[3.84005713e-05],[0.98188571],[0.0008683],[0.02667207]
[0.00039589],[0.00378513],[0.00091715],[0.02183056],[0.13571718],[0.00301094],[0.00110018],[0.03059005],[0.04922612],[0.85460213]
[0.00432663],[0.00679443],[0.01903544],[7.51153247e-05],[0.02183765],[0.03056462],[0.98736266],[0.00017178],[0.00473027],[0.01197738]
[0.00010176],[0.04190964],[0.01036806],[0.00029206],[0.30243537],[0.01068232],[0.10726385],[0.07588135],[0.00613841],[0.16726136]
[5.94734379e-05],[0.88976202],[0.04808235],[0.03136511],[0.00048059],[0.01675005],[0.13634697],[0.00423035],[0.09225739],[0.0197681]
[0.0045373],[0.00068373],[0.01119141],[2.55026953e-05],[0.52047888],[0.00350812],[0.02804676],[0.05203582],[0.00851992],[0.23956476]
[8.81783513e-05],[0.96652559],[0.01799745],[0.03637875],[0.00195992],[0.00238084],[0.01827298],[0.03690483],[0.0177553],[0.00825914]
[0.03236066],[0.01030584],[0.01093229],[0.74233161],[0.00345562],[0.29626393],[0.00046196],[0.00200789],[0.00864862],[9.29568516e-05]
[0.00014506],[0.00466617],[0.00076046],[0.01900821],[0.9826681],[0.06023966],[0.01884794],[0.00812632],[0.00481804],[0.0515531]
[0.00293632],[0.00031871],[3.41636302e-05],[0.01170116],[0.06607895],[0.02063332],[0.01834247],[0.01281672],[0.01140819],[0.92015911]
[0.01749215],[0.02897183],[0.00168456],[0.83543349],[0.00146895],[0.11805082],[0.00080174],[0.01099666],[0.00725953],[0.00080427]
[0.00065961],[0.84345916],[0.09185676],[0.03749511],[0.00208226],[0.00674171],[0.00834406],[0.02493829],[0.00586027],[0.00393071]
[0.00049389],[0.00504242],[0.00011526],[0.03241271],[0.97688475],[0.08204385],[0.02406011],[0.00319047],[0.00814294],[0.0565896]
[0.00286341],[0.00330302],[0.01266631],[0.0043906],[0.00126452],[0.00495502],[9.92532186e-05],[0.97363077],[0.02264818],[0.07304673]
[0.0006839],[0.02587986],[0.02238715],[0.0096849],[0.00035205],[0.00199525],[0.00012343],[0.83260937],[0.01969004],[0.11936755]
[0.01481858],[0.00030365],[0.04129635],[0.00011809],[0.96119914],[0.00364217],[0.04393821],[0.02392251],[0.01209149],[0.01854702]
[0.00313903],[0.00182142],[0.06489043],[0.13120671],[0.00934653],[0.00311971],[0.00011923],[0.94979834],[0.00133222],[0.01547273]
[0.01157505],[0.01424417],[0.96800828],[0.00415885],[0.00248104],[0.00016768],[0.05736258],[0.00208371],[0.03010337],[0.00427434]
[0.00083571],[0.00178693],[0.00312587],[0.00016179],[0.04681489],[0.00016386],[0.00886475],[0.19938415],[0.01815806],[0.93560743]
[0.01861107],[0.00190146],[0.02546697],[0.88443029],[0.000731],[0.0347439],[0.00089658],[0.00774615],[0.00447673],[0.00034011]
[0.87339194],[0.00010543],[0.16763007],[0.0025216],[0.00084862],[0.00231914],[0.02897591],[0.01971499],[0.00662429],[0.00054712]
[0.01431661],[0.0019913],[0.01878293],[0.07431633],[0.00166901],[0.02838358],[0.00056573],[0.00113572],[0.97439552],[0.01101483]
[0.71452388],[5.09731545e-05],[0.03606594],[0.00695436],[0.00074612],[0.01020456],[0.01417883],[0.008726],[0.03740546],[0.00020626]
[0.00478204],[0.00450558],[0.01999977],[0.00228331],[0.07315765],[0.0949827],[0.00491219],[0.00048546],[0.94854851],[0.03241298]
[0.00027278],[0.00371659],[0.00031299],[0.01375461],[0.85658445],[0.05013071],[0.00514692],[0.05669558],[0.01943109],[0.06468135]
[0.82908089],[0.00021374],[0.15218211],[0.00205294],[0.00099738],[0.0133264],[0.09541753],[0.0040284],[0.00311516],[0.0003337]
[0.07744788],[9.1563578e-05],[0.02211279],[0.0035553],[0.64600614],[0.01118314],[0.010434],[0.00277507],[0.00256937],[0.03525057]
[2.9150783e-05],[0.08919349],[0.0064503],[0.00175568],[0.6114857],[0.01304045],[0.01738878],[0.00569092],[0.07558069],[0.42864203]
[2.38436946e-05],[0.6360297],[0.01552592],[0.05939685],[0.00250376],[0.09902596],[0.03143002],[0.00356314],[0.07808175],[0.05199672]
[0.06413622],[0.00082275],[0.00450568],[0.04057841],[0.0173472],[0.89513134],[0.00347241],[0.00023873],[0.1837994],[0.00015172]
[0.00310887],[0.00431295],[0.99114683],[0.00936558],[0.00253386],[0.00346644],[0.03359246],[0.00241869],[0.03537698],[0.00088154]
[1.90838242e-05],[0.17045017],[0.00578021],[0.08290214],[0.03400142],[0.08166263],[0.00263689],[0.01177091],[0.09995412],[0.13783453]
[0.00563386],[0.00164933],[5.9959397e-05],[0.20116899],[0.00207815],[0.84948368],[0.00683682],[0.00215588],[0.01438879],[0.03360322]
[0.00802181],[0.00063587],[0.01302776],[0.00031418],[0.56425553],[0.00130204],[0.00679799],[0.01815484],[0.00346653],[0.38330764]
[0.00012257],[0.00276684],[0.00275282],[0.00063594],[0.05391187],[0.00098127],[0.00292963],[0.01960251],[0.04404424],[0.95779282]
[0.00946823],[0.00082504],[0.00014263],[0.03062664],[0.01807677],[0.67098929],[0.02568059],[0.00290469],[0.02628254],[0.11328271]
[0.02269885],[0.00126854],[0.81433865],[0.24302201],[0.00348522],[0.00747212],[0.00442828],[0.00858481],[0.00404575],[7.4474097e-05]
[0.00127233],[0.13409219],[0.05637568],[0.03756935],[0.00287051],[0.00101325],[0.00495772],[0.00210571],[0.55141253],[0.03271001]
[0.00013929],[0.89945029],[0.0359726],[0.04319026],[0.00207366],[0.00775012],[0.01450543],[0.0314742],[0.00494392],[0.01330706]
[0.01584762],[0.00118818],[8.80380457e-05],[0.02906343],[0.02254242],[0.87467155],[0.03199261],[0.00101274],[0.02498763],[0.05337326]
[0.00014876],[0.05766927],[0.02353301],[0.36408145],[0.00108645],[0.03023032],[0.00065335],[0.05454903],[0.25438497],[0.03594327]
[0.00014673],[0.1225326],[0.01119476],[0.37054848],[0.00079522],[0.00479738],[7.92681358e-05],[0.72581047],[0.03152344],[0.11730456]
[3.9161135e-05],[0.0590976],[0.00037059],[0.044367],[0.05340663],[0.02673452],[0.00200842],[0.03119002],[0.04790952],[0.78249229]
[0.00025604],[0.00549007],[0.01011792],[0.00097886],[0.8540134],[0.01788377],[0.0548127],[0.00174268],[0.04934151],[0.12798533]
[0.01065018],[0.00303611],[0.95050515],[0.15293415],[0.11618024],[0.00228758],[0.01192128],[0.00283489],[0.00225188],[0.00027848]
[0.00640163],[0.00138716],[0.0330802],[5.70545528e-05],[0.04102639],[0.06738187],[0.06981106],[0.00342255],[0.02102488],[0.27592016]
[0.01119973],[0.00155569],[0.03334386],[0.00027956],[0.10129637],[0.00364277],[0.84542794],[0.00606261],[0.00191222],[0.01180025]
[0.08487361],[0.00184285],[0.14046525],[0.64833583],[0.00152726],[0.00809245],[0.0012947],[0.01128874],[0.00184043],[8.32200928e-05]
[0.025022],[0.00182088],[0.0022343],[0.27001196],[0.00255789],[0.94961636],[0.00014762],[0.00883441],[0.07574695],[0.00400232]
[0.0001335],[0.01445543],[0.00094366],[0.00625945],[0.08471177],[0.0153059],[0.00315451],[0.04705561],[0.0466333],[0.82697667]
[0.00102819],[0.02512266],[0.00912035],[0.79851313],[0.00264693],[0.0892168],[0.00222713],[0.00302716],[0.0846011],[0.00278312]
[0.65415271],[0.00176524],[0.00201616],[0.00045959],[0.06171822],[0.00368102],[0.03945524],[0.07508544],[0.04193023],[0.00073712]
[0.00016773],[0.00270545],[0.00060431],[0.00129977],[0.1442607],[0.00994646],[0.0111962],[0.01251382],[0.04690266],[0.95005132]
[0.00060168],[0.00405009],[0.97515626],[0.01537063],[0.01979237],[0.00091146],[0.00424873],[0.01162499],[0.03701216],[0.00291178]
[0.00028461],[0.95220812],[0.03482584],[0.03229078],[0.00077776],[0.00259572],[0.03088836],[0.02543314],[0.01761853],[0.00422512]
[0.00472373],[0.00020935],[0.00213189],[0.00046078],[0.09021661],[0.00148059],[0.00516501],[0.08655263],[0.00708164],[0.63877854]
[0.0297509],[0.08756764],[0.00226056],[0.37871127],[0.02003223],[0.38406397],[0.00034288],[0.16531259],[0.00170501],[0.00025546]
[0.00519785],[0.02300048],[0.00592187],[0.85205239],[0.0007412],[0.00995788],[6.19720405e-05],[0.07961367],[0.08246544],[0.01988103]
[0.52131077],[0.00078434],[0.27464117],[0.00264329],[0.00083261],[0.18988942],[0.05427468],[0.00241974],[0.00487767],[3.42729221e-05]
[0.00574782],[0.00247021],[0.05807292],[0.00011458],[0.01967396],[0.10555757],[0.85057028],[0.00039395],[0.00541943],[0.00421258]
[0.00076546],[0.00157187],[0.00010514],[0.09598724],[0.02759296],[0.10718302],[0.0030011],[0.15694431],[0.00755208],[0.42028692]
[0.00355915],[0.00404899],[0.01159647],[0.06319111],[0.00086139],[0.05279933],[0.00013269],[0.02389841],[0.95491444],[0.02297109]
[0.00025653],[0.00592845],[0.00302556],[0.00194067],[0.93755676],[0.00381023],[0.00831117],[0.00771712],[0.02002854],[0.09424104]
[0.78588283],[9.79508466e-05],[0.00449716],[0.08855811],[0.000908],[0.05049974],[0.00107619],[0.01631899],[0.04611409],[0.00313578]
[0.00376619],[0.00192702],[0.03803899],[2.15855743e-05],[0.77267254],[0.00204824],[0.10338743],[0.00986838],[0.02470096],[0.05098755]
[0.07883193],[3.34267938e-05],[0.00039167],[0.00030242],[0.01759826],[0.20655604],[0.00760824],[0.08413209],[0.00286165],[0.3277465]
[0.00533633],[0.07779599],[0.86127841],[0.00827516],[0.00040097],[0.02079579],[0.20510598],[0.00027698],[0.04755307],[0.00156602]
[0.00072497],[0.0008659],[5.25338105e-05],[0.00899777],[0.04808022],[0.03300156],[0.00932024],[0.01475821],[0.00677629],[0.93098152]
[0.96664574],[4.09959536e-05],[0.02573438],[0.00140887],[0.00087036],[0.02241718],[0.00941192],[0.00605264],[0.00456683],[0.00062677]
[6.56471916e-05],[0.94540064],[0.01619949],[0.01319524],[0.0010764],[0.0355782],[0.17574847],[0.00431071],[0.00986118],[0.01721944]
[0.66898942],[0.00023197],[0.00705966],[0.00994706],[0.00470513],[0.2342629],[0.02917944],[0.00099598],[0.09402766],[0.00050709]
[0.0011423],[0.03148783],[0.00321431],[0.6333774],[0.00153917],[0.02386207],[0.00065149],[0.68236255],[0.00317894],[0.06187088]
[0.00179894],[0.74790882],[0.02785644],[0.04283418],[0.01390758],[0.03525033],[0.00229835],[0.00555237],[0.38567639],[0.00102738]
[0.0006289],[0.00858032],[0.054546],[0.00075317],[0.07320146],[0.02835908],[0.93254715],[0.00084631],[0.0100191],[0.02364204]
[0.03041153],[0.00121022],[0.00066532],[0.03839512],[0.01350407],[0.97691802],[0.00108268],[0.00160042],[0.11435089],[0.00184967]
[0.00285],[0.13266052],[0.01499959],[0.00555977],[0.00651535],[0.11674887],[0.00160467],[0.00378085],[0.36382541],[0.00608865]
[4.68225799e-05],[0.96260015],[0.0209839],[0.0399023],[0.00186231],[0.00291637],[0.05736511],[0.00933525],[0.01551486],[0.01421249]
[0.03027159],[0.0015391],[0.00047041],[0.02316402],[0.00184087],[0.85608088],[0.12899829],[0.00017416],[0.09543619],[0.00359083]
[0.06260546],[0.00216148],[0.00404087],[0.43529346],[0.0001694],[0.57180075],[0.00245499],[0.00138588],[0.0085121],[0.00132745]
[0.01041656],[0.00090307],[0.00030977],[0.1066954],[0.00232631],[0.81536143],[0.00744502],[0.00246911],[0.04829657],[0.01026549]
[0.8589123],[0.00094871],[0.00558734],[0.00536004],[0.01298497],[0.4402397],[0.09032257],[0.0014898],[0.00715669],[0.00029934]
[0.005072],[0.0197481],[0.01555681],[0.98964885],[0.00116976],[0.00198655],[0.00012979],[0.00760837],[0.01826297],[0.00794481]
[0.02388928],[0.00057622],[0.00137089],[0.04654057],[0.01322265],[0.71582595],[0.01120407],[0.00038832],[0.55495326],[0.00374269]
[0.10401649],[0.079053],[0.03161751],[0.00616662],[0.00546646],[0.83756729],[0.01376724],[0.00443966],[0.06074948],[4.15155358e-05]
[0.00081123],[0.00242058],[0.00271684],[0.00441304],[0.08912824],[0.00172902],[0.00114775],[0.04839884],[0.03587256],[0.77458252]
[0.00183518],[0.00398444],[0.96324578],[0.00328347],[0.01934635],[0.00049351],[0.00668283],[0.01449232],[0.02299297],[0.02008004]
[0.00030234],[0.00778302],[0.01550586],[0.1385001],[0.00740111],[0.01412321],[0.00020819],[0.03462193],[0.75408989],[0.033408]
[0.00142296],[0.00497164],[0.35909376],[0.07354943],[0.00686391],[0.0002785],[0.00034761],[0.76773783],[0.00218534],[0.0301383]
[0.94814053],[1.70983017e-05],[0.02239203],[0.00206849],[0.00060103],[0.03194275],[0.04457107],[0.00277847],[0.02251459],[0.00279438]
[0.01428083],[0.00075234],[0.0505928],[0.0003406],[0.94266683],[0.00049372],[0.01020267],[0.12438258],[0.00434069],[0.00958114]
[0.00097307],[0.00188495],[0.00371982],[0.00106452],[0.09719506],[0.00412439],[0.00849105],[0.01658992],[0.0865886],[0.79676278]
[0.00010803],[0.91392613],[0.03860116],[0.05087215],[0.00356532],[0.00165654],[0.00793446],[0.06584068],[0.00559946],[0.01370032]
[0.00018823],[0.0022918],[0.00199677],[0.0001094],[0.15543361],[0.00859529],[0.01823666],[0.03672079],[0.01983716],[0.94354202]
[0.00351071],[0.00342297],[0.02913256],[0.10202847],[0.00338611],[0.00141998],[1.69323202e-05],[0.98706993],[0.00321874],[0.03409969]
[0.01835166],[0.00080297],[0.01244322],[0.01420677],[0.00150156],[0.01421327],[0.00021644],[0.90696723],[0.0074045],[0.06173522]
[0.02643146],[0.10403997],[0.14048959],[0.0012137],[0.02803823],[0.39156878],[0.02963768],[0.00806129],[0.06683802],[0.0001686]
